Nome: PALMAS;;;;;;
Codigo Estacao: A009;;;;;;
Latitude: -10.14777777;;;;;;
Longitude: -48.31444444;;;;;;
Altitude: 267;;;;;;
Situacao: Operante;;;;;;
Data Inicial: 2020-01-01;;;;;;
Data Final: 2023-12-31;;;;;;
Periodicidade da Medicao: Horaria;;;;;;
;;;;;;
Data Medicao;Hora Medicao;RADIACAO GLOBAL(Kj/m²);;;;
02/02/2020;0;-3,5;;;;
02/02/2020;100;-3,5;;;;
02/02/2020;200;-3,5;;;;
02/02/2020;300;-3,5;;;;
02/02/2020;400;-3,5;;;;
02/02/2020;500;-3,5;;;;
02/02/2020;600;-3,5;;;;
02/02/2020;700;-3,4;;;;
02/02/2020;800;-3,5;;;;
02/02/2020;900;-3,4;;;;
02/02/2020;1000;79;;;;
02/02/2020;1100;300,9;;;;
02/02/2020;1200;604;;;;
02/02/2020;1300;874,1;;;;
02/02/2020;1400;2104,4;;;;
02/02/2020;1500;658,7;;;;
02/02/2020;1600;761,8;;;;
02/02/2020;1700;1324,1;;;;
02/02/2020;1800;1570,4;;;;
02/02/2020;1900;1318,3;;;;
02/02/2020;2000;1450,1;;;;
02/02/2020;2100;449;;;;
02/02/2020;2200;null;;;;
02/02/2020;2300;null;;;;
03/02/2020;0;null;;;;
03/02/2020;100;-3,5;;;;
03/02/2020;200;-3,5;;;;
03/02/2020;300;-3,5;;;;
03/02/2020;400;-3,5;;;;
03/02/2020;500;-3,5;;;;
03/02/2020;600;-3,5;;;;
03/02/2020;700;-3,5;;;;
03/02/2020;800;-3,5;;;;
03/02/2020;900;-3,5;;;;
03/02/2020;1000;47,7;;;;
03/02/2020;1100;160,7;;;;
03/02/2020;1200;1501,9;;;;
03/02/2020;1300;2657,3;;;;
03/02/2020;1400;2640;;;;
03/02/2020;1500;462,8;;;;
03/02/2020;1600;333,5;;;;
03/02/2020;1700;1069,5;;;;
03/02/2020;1800;2458,5;;;;
03/02/2020;1900;1451,8;;;;
03/02/2020;2000;878,2;;;;
03/02/2020;2100;374,2;;;;
03/02/2020;2200;75,4;;;;
03/02/2020;2300;null;;;;
04/02/2020;0;null;;;;
04/02/2020;100;-3,5;;;;
04/02/2020;200;-3,1;;;;
04/02/2020;300;-3;;;;
04/02/2020;400;-3;;;;
04/02/2020;500;-3,5;;;;
04/02/2020;600;-3,4;;;;
04/02/2020;700;-2,3;;;;
04/02/2020;800;-1,5;;;;
04/02/2020;900;-1,9;;;;
04/02/2020;1000;26,4;;;;
04/02/2020;1100;475,7;;;;
04/02/2020;1200;1099,8;;;;
04/02/2020;1300;1946;;;;
04/02/2020;1400;2935,9;;;;
04/02/2020;1500;2150,9;;;;
04/02/2020;1600;3584,4;;;;
04/02/2020;1700;2671,5;;;;
04/02/2020;1800;1173;;;;
04/02/2020;1900;432,2;;;;
04/02/2020;2000;619,6;;;;
04/02/2020;2100;272,5;;;;
04/02/2020;2200;59,7;;;;
04/02/2020;2300;null;;;;
05/02/2020;0;-3,5;;;;
05/02/2020;100;-3,5;;;;
05/02/2020;200;-3,5;;;;
05/02/2020;300;-3,4;;;;
05/02/2020;400;-3,5;;;;
05/02/2020;500;-3,5;;;;
05/02/2020;600;-3,5;;;;
05/02/2020;700;-3,4;;;;
05/02/2020;800;-3,4;;;;
05/02/2020;900;-2,7;;;;
05/02/2020;1000;51,4;;;;
05/02/2020;1100;454,8;;;;
05/02/2020;1200;1464,4;;;;
05/02/2020;1300;1658,3;;;;
05/02/2020;1400;2614,1;;;;
05/02/2020;1500;1523,9;;;;
05/02/2020;1600;1920,9;;;;
05/02/2020;1700;644,9;;;;
05/02/2020;1800;351,8;;;;
05/02/2020;1900;598,5;;;;
05/02/2020;2000;592,7;;;;
05/02/2020;2100;229,8;;;;
05/02/2020;2200;null;;;;
05/02/2020;2300;null;;;;
06/02/2020;0;-3,5;;;;
06/02/2020;100;-3,4;;;;
06/02/2020;200;-3,2;;;;
06/02/2020;300;-3;;;;
06/02/2020;400;-3,4;;;;
06/02/2020;500;-3,2;;;;
06/02/2020;600;-3,4;;;;
06/02/2020;700;-3,3;;;;
06/02/2020;800;-3,5;;;;
06/02/2020;900;-3,5;;;;
06/02/2020;1000;43;;;;
06/02/2020;1100;347,6;;;;
06/02/2020;1200;651,5;;;;
06/02/2020;1300;1657,2;;;;
06/02/2020;1400;2882;;;;
06/02/2020;1500;3244;;;;
06/02/2020;1600;3461,7;;;;
06/02/2020;1700;3122,3;;;;
06/02/2020;1800;3461,8;;;;
06/02/2020;1900;1920;;;;
06/02/2020;2000;2233;;;;
06/02/2020;2100;466;;;;
06/02/2020;2200;null;;;;
06/02/2020;2300;null;;;;
07/02/2020;0;-2,8;;;;
07/02/2020;100;-2,8;;;;
07/02/2020;200;-3,2;;;;
07/02/2020;300;-3,4;;;;
07/02/2020;400;-3,2;;;;
07/02/2020;500;-3,2;;;;
07/02/2020;600;-2,7;;;;
07/02/2020;700;-1,9;;;;
07/02/2020;800;-3,3;;;;
07/02/2020;900;-3;;;;
07/02/2020;1000;28,6;;;;
07/02/2020;1100;49,7;;;;
07/02/2020;1200;163,7;;;;
07/02/2020;1300;752,2;;;;
07/02/2020;1400;959,3;;;;
07/02/2020;1500;1487,3;;;;
07/02/2020;1600;366,2;;;;
07/02/2020;1700;596,2;;;;
07/02/2020;1800;1064,2;;;;
07/02/2020;1900;1146,2;;;;
07/02/2020;2000;1020,2;;;;
07/02/2020;2100;407,1;;;;
07/02/2020;2200;null;;;;
07/02/2020;2300;null;;;;
08/02/2020;0;null;;;;
08/02/2020;100;-3,2;;;;
08/02/2020;200;-2,8;;;;
08/02/2020;300;-3,3;;;;
08/02/2020;400;-3,3;;;;
08/02/2020;500;-2,1;;;;
08/02/2020;600;-3,2;;;;
08/02/2020;700;-3,4;;;;
08/02/2020;800;-3,5;;;;
08/02/2020;900;-2,7;;;;
08/02/2020;1000;43,4;;;;
08/02/2020;1100;231,1;;;;
08/02/2020;1200;731;;;;
08/02/2020;1300;1073;;;;
08/02/2020;1400;1339,4;;;;
08/02/2020;1500;1524;;;;
08/02/2020;1600;2305,8;;;;
08/02/2020;1700;1706,9;;;;
08/02/2020;1800;559,7;;;;
08/02/2020;1900;216,2;;;;
08/02/2020;2000;229,9;;;;
08/02/2020;2100;194;;;;
08/02/2020;2200;29,6;;;;
08/02/2020;2300;null;;;;
09/02/2020;0;-2,5;;;;
09/02/2020;100;-1,2;;;;
09/02/2020;200;-3,4;;;;
09/02/2020;300;-2,3;;;;
09/02/2020;400;-3,1;;;;
09/02/2020;500;-3,3;;;;
09/02/2020;600;-2,6;;;;
09/02/2020;700;-2,4;;;;
09/02/2020;800;-2,9;;;;
09/02/2020;900;-2,6;;;;
09/02/2020;1000;74,2;;;;
09/02/2020;1100;262,8;;;;
09/02/2020;1200;596,3;;;;
09/02/2020;1300;1146,5;;;;
09/02/2020;1400;1201,7;;;;
09/02/2020;1500;1305,3;;;;
09/02/2020;1600;2833,6;;;;
09/02/2020;1700;3924,9;;;;
09/02/2020;1800;1873;;;;
09/02/2020;1900;1857;;;;
09/02/2020;2000;1817,7;;;;
09/02/2020;2100;468,3;;;;
09/02/2020;2200;null;;;;
09/02/2020;2300;null;;;;
10/02/2020;0;-3,5;;;;
10/02/2020;100;-3,5;;;;
10/02/2020;200;-3,3;;;;
10/02/2020;300;-3,2;;;;
10/02/2020;400;-2,2;;;;
10/02/2020;500;-2,8;;;;
10/02/2020;600;-3,1;;;;
10/02/2020;700;-3,4;;;;
10/02/2020;800;-3,4;;;;
10/02/2020;900;-3,5;;;;
10/02/2020;1000;38,6;;;;
10/02/2020;1100;230;;;;
10/02/2020;1200;777,2;;;;
10/02/2020;1300;1781,6;;;;
10/02/2020;1400;3047;;;;
10/02/2020;1500;3367,4;;;;
10/02/2020;1600;3614,9;;;;
10/02/2020;1700;2942,8;;;;
10/02/2020;1800;2998,9;;;;
10/02/2020;1900;2489,4;;;;
10/02/2020;2000;1666,4;;;;
10/02/2020;2100;780,5;;;;
10/02/2020;2200;null;;;;
10/02/2020;2300;null;;;;
11/02/2020;0;-3,5;;;;
11/02/2020;100;-3,5;;;;
11/02/2020;200;-3,5;;;;
11/02/2020;300;-3,3;;;;
11/02/2020;400;-3,4;;;;
11/02/2020;500;-3,5;;;;
11/02/2020;600;-3,5;;;;
11/02/2020;700;-3,1;;;;
11/02/2020;800;-3,5;;;;
11/02/2020;900;-3,5;;;;
11/02/2020;1000;90,3;;;;
11/02/2020;1100;286,2;;;;
11/02/2020;1200;1455,7;;;;
11/02/2020;1300;2460,2;;;;
11/02/2020;1400;2471,4;;;;
11/02/2020;1500;2174,8;;;;
11/02/2020;1600;2919,7;;;;
11/02/2020;1700;1841,2;;;;
11/02/2020;1800;2892;;;;
11/02/2020;1900;2145;;;;
11/02/2020;2000;1729,1;;;;
11/02/2020;2100;810,8;;;;
11/02/2020;2200;null;;;;
11/02/2020;2300;null;;;;
12/02/2020;0;-3,5;;;;
12/02/2020;100;-3,4;;;;
12/02/2020;200;-3,5;;;;
12/02/2020;300;-3,4;;;;
12/02/2020;400;-2,3;;;;
12/02/2020;500;-3,1;;;;
12/02/2020;600;-2,7;;;;
12/02/2020;700;-1,6;;;;
12/02/2020;800;-2,8;;;;
12/02/2020;900;-3,4;;;;
12/02/2020;1000;92;;;;
12/02/2020;1100;527;;;;
12/02/2020;1200;984,8;;;;
12/02/2020;1300;1087,9;;;;
12/02/2020;1400;1231,9;;;;
12/02/2020;1500;2099,4;;;;
12/02/2020;1600;1546,3;;;;
12/02/2020;1700;1551,3;;;;
12/02/2020;1800;1862,9;;;;
12/02/2020;1900;2076,4;;;;
12/02/2020;2000;1541,7;;;;
12/02/2020;2100;636,5;;;;
12/02/2020;2200;null;;;;
12/02/2020;2300;null;;;;
13/02/2020;0;null;;;;
13/02/2020;100;-3,3;;;;
13/02/2020;200;-3,5;;;;
13/02/2020;300;-3,5;;;;
13/02/2020;400;-3,5;;;;
13/02/2020;500;-3,5;;;;
13/02/2020;600;-3,4;;;;
13/02/2020;700;-2,4;;;;
13/02/2020;800;-3,2;;;;
13/02/2020;900;-2,8;;;;
13/02/2020;1000;68,6;;;;
13/02/2020;1100;299,2;;;;
13/02/2020;1200;1140,5;;;;
13/02/2020;1300;1350,3;;;;
13/02/2020;1400;826;;;;
13/02/2020;1500;3513,1;;;;
13/02/2020;1600;3676,2;;;;
13/02/2020;1700;3604,7;;;;
13/02/2020;1800;2095,2;;;;
13/02/2020;1900;2598,7;;;;
13/02/2020;2000;1699,6;;;;
13/02/2020;2100;759,7;;;;
13/02/2020;2200;52,8;;;;
13/02/2020;2300;null;;;;
14/02/2020;0;null;;;;
14/02/2020;100;-3,5;;;;
14/02/2020;200;-3,5;;;;
14/02/2020;300;-3,5;;;;
14/02/2020;400;-3,5;;;;
14/02/2020;500;-3,5;;;;
14/02/2020;600;-3,5;;;;
14/02/2020;700;-3,5;;;;
14/02/2020;800;-3,5;;;;
14/02/2020;900;-3,4;;;;
14/02/2020;1000;44,6;;;;
14/02/2020;1100;154,5;;;;
14/02/2020;1200;1459,3;;;;
14/02/2020;1300;2503,4;;;;
14/02/2020;1400;2497,6;;;;
14/02/2020;1500;3408,8;;;;
14/02/2020;1600;2906,7;;;;
14/02/2020;1700;3052,4;;;;
14/02/2020;1800;1989,3;;;;
14/02/2020;1900;2188;;;;
14/02/2020;2000;1781,5;;;;
14/02/2020;2100;942,2;;;;
14/02/2020;2200;33;;;;
14/02/2020;2300;null;;;;
15/02/2020;0;-3,5;;;;
15/02/2020;100;-3,5;;;;
15/02/2020;200;-3,5;;;;
15/02/2020;300;-3,5;;;;
15/02/2020;400;-3,5;;;;
15/02/2020;500;-2,7;;;;
15/02/2020;600;-3,3;;;;
15/02/2020;700;-3,5;;;;
15/02/2020;800;-3,5;;;;
15/02/2020;900;-3,5;;;;
15/02/2020;1000;65,7;;;;
15/02/2020;1100;347,6;;;;
15/02/2020;1200;832,1;;;;
15/02/2020;1300;1335,4;;;;
15/02/2020;1400;1490,3;;;;
15/02/2020;1500;1704,1;;;;
15/02/2020;1600;2299,5;;;;
15/02/2020;1700;1930,5;;;;
15/02/2020;1800;2024;;;;
15/02/2020;1900;864,4;;;;
15/02/2020;2000;372,9;;;;
15/02/2020;2100;217,7;;;;
15/02/2020;2200;null;;;;
15/02/2020;2300;null;;;;
16/02/2020;0;null;;;;
16/02/2020;100;-3,5;;;;
16/02/2020;200;-3,5;;;;
16/02/2020;300;-3,5;;;;
16/02/2020;400;-3,4;;;;
16/02/2020;500;-2,6;;;;
16/02/2020;600;-3,3;;;;
16/02/2020;700;-3;;;;
16/02/2020;800;-3,5;;;;
16/02/2020;900;-3,3;;;;
16/02/2020;1000;60,1;;;;
16/02/2020;1100;184,3;;;;
16/02/2020;1200;1499,6;;;;
16/02/2020;1300;2463,8;;;;
16/02/2020;1400;2566;;;;
16/02/2020;1500;2779,4;;;;
16/02/2020;1600;3168,4;;;;
16/02/2020;1700;1589,5;;;;
16/02/2020;1800;1750,7;;;;
16/02/2020;1900;1396,8;;;;
16/02/2020;2000;1786,7;;;;
16/02/2020;2100;784,3;;;;
16/02/2020;2200;75,1;;;;
16/02/2020;2300;null;;;;
17/02/2020;0;-3,5;;;;
17/02/2020;100;-3,5;;;;
17/02/2020;200;-3,4;;;;
17/02/2020;300;-2,2;;;;
17/02/2020;400;-3,2;;;;
17/02/2020;500;-2,8;;;;
17/02/2020;600;-3,4;;;;
17/02/2020;700;-2;;;;
17/02/2020;800;-2,9;;;;
17/02/2020;900;-3;;;;
17/02/2020;1000;63,4;;;;
17/02/2020;1100;354,5;;;;
17/02/2020;1200;730,9;;;;
17/02/2020;1300;1406,1;;;;
17/02/2020;1400;1852,5;;;;
17/02/2020;1500;2784,8;;;;
17/02/2020;1600;1682,2;;;;
17/02/2020;1700;1994,7;;;;
17/02/2020;1800;1434,1;;;;
17/02/2020;1900;1663,6;;;;
17/02/2020;2000;833,5;;;;
17/02/2020;2100;402,4;;;;
17/02/2020;2200;null;;;;
17/02/2020;2300;null;;;;
18/02/2020;0;-3,5;;;;
18/02/2020;100;-3,5;;;;
18/02/2020;200;-3,5;;;;
18/02/2020;300;-3,5;;;;
18/02/2020;400;-3,2;;;;
18/02/2020;500;-2,6;;;;
18/02/2020;600;-2,4;;;;
18/02/2020;700;-2,1;;;;
18/02/2020;800;-3,2;;;;
18/02/2020;900;-2,8;;;;
18/02/2020;1000;80,4;;;;
18/02/2020;1100;430;;;;
18/02/2020;1200;1332,2;;;;
18/02/2020;1300;1649;;;;
18/02/2020;1400;1690;;;;
18/02/2020;1500;1063,1;;;;
18/02/2020;1600;2387,5;;;;
18/02/2020;1700;2003,9;;;;
18/02/2020;1800;1027,9;;;;
18/02/2020;1900;169,3;;;;
18/02/2020;2000;232,8;;;;
18/02/2020;2100;243,3;;;;
18/02/2020;2200;null;;;;
18/02/2020;2300;null;;;;
19/02/2020;0;-3,4;;;;
19/02/2020;100;-3,4;;;;
19/02/2020;200;-3,4;;;;
19/02/2020;300;-3,5;;;;
19/02/2020;400;-3,2;;;;
19/02/2020;500;-0,9;;;;
19/02/2020;600;-2,3;;;;
19/02/2020;700;-1,2;;;;
19/02/2020;800;-2,6;;;;
19/02/2020;900;-3,2;;;;
19/02/2020;1000;82;;;;
19/02/2020;1100;220,3;;;;
19/02/2020;1200;1406,3;;;;
19/02/2020;1300;2425,4;;;;
19/02/2020;1400;3049,5;;;;
19/02/2020;1500;1443;;;;
19/02/2020;1600;681,2;;;;
19/02/2020;1700;721,4;;;;
19/02/2020;1800;657,3;;;;
19/02/2020;1900;1259,5;;;;
19/02/2020;2000;708,7;;;;
19/02/2020;2100;306;;;;
19/02/2020;2200;null;;;;
19/02/2020;2300;null;;;;
20/02/2020;0;-3,4;;;;
20/02/2020;100;-3,2;;;;
20/02/2020;200;-3,5;;;;
20/02/2020;300;-3,5;;;;
20/02/2020;400;-2,5;;;;
20/02/2020;500;-0,8;;;;
20/02/2020;600;-2,3;;;;
20/02/2020;700;-2,8;;;;
20/02/2020;800;-2,4;;;;
20/02/2020;900;-2,7;;;;
20/02/2020;1000;21,5;;;;
20/02/2020;1100;73,5;;;;
20/02/2020;1200;117,5;;;;
20/02/2020;1300;383,3;;;;
20/02/2020;1400;384,4;;;;
20/02/2020;1500;582,3;;;;
20/02/2020;1600;703,4;;;;
20/02/2020;1700;870,2;;;;
20/02/2020;1800;1178,4;;;;
20/02/2020;1900;636,1;;;;
20/02/2020;2000;203,2;;;;
20/02/2020;2100;293,1;;;;
20/02/2020;2200;null;;;;
20/02/2020;2300;null;;;;
21/02/2020;0;null;;;;
21/02/2020;100;-3,5;;;;
21/02/2020;200;-3,2;;;;
21/02/2020;300;-2,5;;;;
21/02/2020;400;-2,7;;;;
21/02/2020;500;-1,7;;;;
21/02/2020;600;-2,4;;;;
21/02/2020;700;-2,6;;;;
21/02/2020;800;-2,4;;;;
21/02/2020;900;-2,5;;;;
21/02/2020;1000;94,9;;;;
21/02/2020;1100;531,1;;;;
21/02/2020;1200;862,1;;;;
21/02/2020;1300;1733,1;;;;
21/02/2020;1400;2307,5;;;;
21/02/2020;1500;1914,7;;;;
21/02/2020;1600;3046,8;;;;
21/02/2020;1700;1971,6;;;;
21/02/2020;1800;1991,2;;;;
21/02/2020;1900;2405,3;;;;
21/02/2020;2000;372,9;;;;
21/02/2020;2100;106,3;;;;
21/02/2020;2200;49,2;;;;
21/02/2020;2300;null;;;;
22/02/2020;0;null;;;;
22/02/2020;100;-3,4;;;;
22/02/2020;200;-3,5;;;;
22/02/2020;300;-3,5;;;;
22/02/2020;400;-2,1;;;;
22/02/2020;500;-2,5;;;;
22/02/2020;600;-2,7;;;;
22/02/2020;700;-2,4;;;;
22/02/2020;800;-2,6;;;;
22/02/2020;900;-2,6;;;;
22/02/2020;1000;63;;;;
22/02/2020;1100;336,6;;;;
22/02/2020;1200;640,4;;;;
22/02/2020;1300;1535,5;;;;
22/02/2020;1400;2826,1;;;;
22/02/2020;1500;3314,7;;;;
22/02/2020;1600;3608,3;;;;
22/02/2020;1700;2180;;;;
22/02/2020;1800;2956,8;;;;
22/02/2020;1900;2094,9;;;;
22/02/2020;2000;1119,6;;;;
22/02/2020;2100;650,4;;;;
22/02/2020;2200;83,9;;;;
22/02/2020;2300;null;;;;
23/02/2020;0;-3,5;;;;
23/02/2020;100;-3,5;;;;
23/02/2020;200;-3,5;;;;
23/02/2020;300;-3,5;;;;
23/02/2020;400;-3,5;;;;
23/02/2020;500;-3,4;;;;
23/02/2020;600;-3,5;;;;
23/02/2020;700;-3,5;;;;
23/02/2020;800;-3,3;;;;
23/02/2020;900;-3,4;;;;
23/02/2020;1000;57;;;;
23/02/2020;1100;273,1;;;;
23/02/2020;1200;1263,3;;;;
23/02/2020;1300;2292,4;;;;
23/02/2020;1400;2082;;;;
23/02/2020;1500;1163,1;;;;
23/02/2020;1600;552,5;;;;
23/02/2020;1700;553,9;;;;
23/02/2020;1800;860,7;;;;
23/02/2020;1900;998;;;;
23/02/2020;2000;650,8;;;;
23/02/2020;2100;206,1;;;;
23/02/2020;2200;null;;;;
23/02/2020;2300;null;;;;
24/02/2020;0;null;;;;
24/02/2020;100;-3,5;;;;
24/02/2020;200;-3,5;;;;
24/02/2020;300;-3,5;;;;
24/02/2020;400;-3,2;;;;
24/02/2020;500;-3;;;;
24/02/2020;600;-3,3;;;;
24/02/2020;700;-3,2;;;;
24/02/2020;800;-3,4;;;;
24/02/2020;900;-3,4;;;;
24/02/2020;1000;55,4;;;;
24/02/2020;1100;455,4;;;;
24/02/2020;1200;1516,5;;;;
24/02/2020;1300;2434,8;;;;
24/02/2020;1400;2822;;;;
24/02/2020;1500;1952,7;;;;
24/02/2020;1600;1520,6;;;;
24/02/2020;1700;2736,2;;;;
24/02/2020;1800;2304,4;;;;
24/02/2020;1900;2024,9;;;;
24/02/2020;2000;1638,7;;;;
24/02/2020;2100;774,2;;;;
24/02/2020;2200;33,2;;;;
24/02/2020;2300;null;;;;
25/02/2020;0;-2;;;;
25/02/2020;100;-3,3;;;;
25/02/2020;200;-2,8;;;;
25/02/2020;300;-2,7;;;;
25/02/2020;400;-2,6;;;;
25/02/2020;500;-2,8;;;;
25/02/2020;600;-2,5;;;;
25/02/2020;700;-2,7;;;;
25/02/2020;800;-2,9;;;;
25/02/2020;900;-3,1;;;;
25/02/2020;1000;63,8;;;;
25/02/2020;1100;326;;;;
25/02/2020;1200;1318;;;;
25/02/2020;1300;1876,1;;;;
25/02/2020;1400;2054,5;;;;
25/02/2020;1500;1935,6;;;;
25/02/2020;1600;1474,8;;;;
25/02/2020;1700;3329,4;;;;
25/02/2020;1800;1898,2;;;;
25/02/2020;1900;2352;;;;
25/02/2020;2000;726,4;;;;
25/02/2020;2100;254,4;;;;
25/02/2020;2200;null;;;;
25/02/2020;2300;null;;;;
26/02/2020;0;-3,2;;;;
26/02/2020;100;-2,6;;;;
26/02/2020;200;-2;;;;
26/02/2020;300;-3,2;;;;
26/02/2020;400;-3,4;;;;
26/02/2020;500;-2;;;;
26/02/2020;600;-2,5;;;;
26/02/2020;700;-3;;;;
26/02/2020;800;-2,9;;;;
26/02/2020;900;-3,4;;;;
26/02/2020;1000;74,8;;;;
26/02/2020;1100;341,4;;;;
26/02/2020;1200;757,4;;;;
26/02/2020;1300;1293,1;;;;
26/02/2020;1400;1694,7;;;;
26/02/2020;1500;2306,1;;;;
26/02/2020;1600;1874,9;;;;
26/02/2020;1700;2748,9;;;;
26/02/2020;1800;820;;;;
26/02/2020;1900;480,4;;;;
26/02/2020;2000;303,5;;;;
26/02/2020;2100;283,9;;;;
26/02/2020;2200;null;;;;
26/02/2020;2300;null;;;;
27/02/2020;0;null;;;;
27/02/2020;100;-3,5;;;;
27/02/2020;200;-3,5;;;;
27/02/2020;300;-3,4;;;;
27/02/2020;400;-3,5;;;;
27/02/2020;500;-3,4;;;;
27/02/2020;600;-3,4;;;;
27/02/2020;700;-3,4;;;;
27/02/2020;800;-3,3;;;;
27/02/2020;900;-3,2;;;;
27/02/2020;1000;46,6;;;;
27/02/2020;1100;182,5;;;;
27/02/2020;1200;1445,5;;;;
27/02/2020;1300;2310,9;;;;
27/02/2020;1400;1350,5;;;;
27/02/2020;1500;1407,2;;;;
27/02/2020;1600;2640,7;;;;
27/02/2020;1700;2883,7;;;;
27/02/2020;1800;1693,2;;;;
27/02/2020;1900;1050;;;;
27/02/2020;2000;1591,5;;;;
27/02/2020;2100;396,9;;;;
27/02/2020;2200;45,5;;;;
27/02/2020;2300;null;;;;
28/02/2020;0;null;;;;
28/02/2020;100;-3,5;;;;
28/02/2020;200;-3,5;;;;
28/02/2020;300;-3,5;;;;
28/02/2020;400;-3,5;;;;
28/02/2020;500;-3,5;;;;
28/02/2020;600;-3,1;;;;
28/02/2020;700;-3,5;;;;
28/02/2020;800;-3,5;;;;
28/02/2020;900;-1,3;;;;
28/02/2020;1000;47;;;;
28/02/2020;1100;260,9;;;;
28/02/2020;1200;1254,4;;;;
28/02/2020;1300;958,2;;;;
28/02/2020;1400;720,9;;;;
28/02/2020;1500;2152,3;;;;
28/02/2020;1600;2610,3;;;;
28/02/2020;1700;2927,6;;;;
28/02/2020;1800;1724,7;;;;
28/02/2020;1900;911,9;;;;
28/02/2020;2000;596,5;;;;
28/02/2020;2100;331,6;;;;
28/02/2020;2200;53,2;;;;
28/02/2020;2300;null;;;;
29/02/2020;0;-3,5;;;;
29/02/2020;100;-3,5;;;;
29/02/2020;200;-3,5;;;;
29/02/2020;300;-3,3;;;;
29/02/2020;400;-3,5;;;;
29/02/2020;500;-3,4;;;;
29/02/2020;600;-3,5;;;;
29/02/2020;700;-3,5;;;;
29/02/2020;800;-3,5;;;;
29/02/2020;900;-2,9;;;;
29/02/2020;1000;25,4;;;;
29/02/2020;1100;332,1;;;;
29/02/2020;1200;1416,9;;;;
29/02/2020;1300;2471,6;;;;
29/02/2020;1400;2070,6;;;;
29/02/2020;1500;2405,9;;;;
29/02/2020;1600;3470,2;;;;
29/02/2020;1700;2324,7;;;;
29/02/2020;1800;2945;;;;
29/02/2020;1900;2518,7;;;;
29/02/2020;2000;1613,5;;;;
29/02/2020;2100;523,1;;;;
29/02/2020;2200;null;;;;
29/02/2020;2300;null;;;;
01/03/2020;0;null;;;;
01/03/2020;100;-3,3;;;;
01/03/2020;200;-3,1;;;;
01/03/2020;300;-3,1;;;;
01/03/2020;400;-3,5;;;;
01/03/2020;500;-3,5;;;;
01/03/2020;600;-3,5;;;;
01/03/2020;700;-3,5;;;;
01/03/2020;800;-3,5;;;;
01/03/2020;900;-3,5;;;;
01/03/2020;1000;69,9;;;;
01/03/2020;1100;360;;;;
01/03/2020;1200;1345,7;;;;
01/03/2020;1300;2434,4;;;;
01/03/2020;1400;2511;;;;
01/03/2020;1500;3317,1;;;;
01/03/2020;1600;3277,5;;;;
01/03/2020;1700;3537,7;;;;
01/03/2020;1800;2701,4;;;;
01/03/2020;1900;2727,4;;;;
01/03/2020;2000;1525,7;;;;
01/03/2020;2100;563,8;;;;
01/03/2020;2200;12,1;;;;
01/03/2020;2300;null;;;;
02/03/2020;0;-3,5;;;;
02/03/2020;100;-3,5;;;;
02/03/2020;200;-3,5;;;;
02/03/2020;300;-3,5;;;;
02/03/2020;400;-3,3;;;;
02/03/2020;500;-3,4;;;;
02/03/2020;600;-3,5;;;;
02/03/2020;700;-3,4;;;;
02/03/2020;800;-3,5;;;;
02/03/2020;900;-3,2;;;;
02/03/2020;1000;58,2;;;;
02/03/2020;1100;449,2;;;;
02/03/2020;1200;388,4;;;;
02/03/2020;1300;323,8;;;;
02/03/2020;1400;263,5;;;;
02/03/2020;1500;2052,3;;;;
02/03/2020;1600;3082,8;;;;
02/03/2020;1700;2100;;;;
02/03/2020;1800;551,9;;;;
02/03/2020;1900;363,3;;;;
02/03/2020;2000;197,9;;;;
02/03/2020;2100;88,6;;;;
02/03/2020;2200;null;;;;
02/03/2020;2300;null;;;;
03/03/2020;0;null;;;;
03/03/2020;100;-2,9;;;;
03/03/2020;200;-3;;;;
03/03/2020;300;-3,5;;;;
03/03/2020;400;-3,3;;;;
03/03/2020;500;-3,1;;;;
03/03/2020;600;-2,9;;;;
03/03/2020;700;-3;;;;
03/03/2020;800;-3;;;;
03/03/2020;900;-3,3;;;;
03/03/2020;1000;39,9;;;;
03/03/2020;1100;208,9;;;;
03/03/2020;1200;571;;;;
03/03/2020;1300;1387,1;;;;
03/03/2020;1400;2715,9;;;;
03/03/2020;1500;3427,5;;;;
03/03/2020;1600;2986,9;;;;
03/03/2020;1700;3027,4;;;;
03/03/2020;1800;1356,1;;;;
03/03/2020;1900;664;;;;
03/03/2020;2000;440,2;;;;
03/03/2020;2100;51,5;;;;
03/03/2020;2200;-0,4;;;;
03/03/2020;2300;null;;;;
04/03/2020;0;-2,5;;;;
04/03/2020;100;-3,1;;;;
04/03/2020;200;-2;;;;
04/03/2020;300;-2,7;;;;
04/03/2020;400;-3,1;;;;
04/03/2020;500;-2,6;;;;
04/03/2020;600;-2,7;;;;
04/03/2020;700;-2,5;;;;
04/03/2020;800;-2,6;;;;
04/03/2020;900;-1,5;;;;
04/03/2020;1000;28,2;;;;
04/03/2020;1100;376,6;;;;
04/03/2020;1200;1123,8;;;;
04/03/2020;1300;1489,7;;;;
04/03/2020;1400;null;;;;
04/03/2020;1500;null;;;;
04/03/2020;1600;null;;;;
04/03/2020;1700;null;;;;
04/03/2020;1800;null;;;;
04/03/2020;1900;null;;;;
04/03/2020;2000;null;;;;
04/03/2020;2100;78,6;;;;
04/03/2020;2200;9,7;;;;
04/03/2020;2300;-3,5;;;;
05/03/2020;0;-3,6;;;;
05/03/2020;100;-3,5;;;;
